Entity,Day,Daily hospital occupancy per million
Australia,2020-03-31,16.274
Australia,2020-04-01,16.847
Australia,2020-04-02,15.853
Australia,2020-04-03,17.458
Australia,2020-04-04,18.718
Australia,2020-04-05,17.458
Australia,2020-04-06,11.651
Australia,2020-04-07,10.047
Australia,2020-04-08,10.009
Australia,2020-04-09,9.436
Australia,2020-04-10,9.168
Australia,2020-04-11,9.13
Australia,2020-04-12,8.672
Australia,2020-04-13,8.786
Australia,2020-04-14,8.175
Australia,2020-04-15,7.678
Australia,2020-04-16,7.335
Australia,2020-04-17,7.029
Australia,2020-04-18,6.762
Australia,2020-04-19,6.494
Australia,2020-04-20,6.38
Australia,2020-04-21,6.15
Australia,2020-04-22,5.807
Australia,2020-04-23,5.272
Australia,2020-04-24,4.928
Australia,2020-04-25,4.393
Australia,2020-04-26,4.317
Australia,2020-04-27,4.164
Australia,2020-04-28,3.553
Australia,2020-04-29,3.4
Australia,2020-04-30,3.171
Australia,2020-05-01,3.018
Australia,2020-05-02,2.865
Australia,2020-05-03,2.674
Australia,2020-05-04,2.521
Australia,2020-05-05,2.368
Australia,2020-05-06,2.216
Australia,2020-05-07,2.139
Australia,2020-05-08,1.948
Australia,2020-05-09,1.643
Australia,2020-05-10,1.872
Australia,2020-05-11,1.795
Australia,2020-05-12,1.91
Australia,2020-05-13,1.948
Australia,2020-05-14,1.757
Australia,2020-05-15,1.872
Australia,2020-05-16,1.91
Australia,2020-05-17,1.719
Australia,2020-05-18,1.795
Australia,2020-05-19,1.643
Australia,2020-05-20,1.566
Australia,2020-05-21,1.49
Australia,2020-05-22,1.337
Australia,2020-05-23,1.261
Australia,2020-05-24,1.184
Australia,2020-05-25,1.146
Australia,2020-05-26,1.146
Australia,2020-05-27,1.108
Australia,2020-05-28,0.879
Australia,2020-05-29,0.84
Australia,2020-05-30,0.764
Australia,2020-05-31,0.764
Australia,2020-06-01,0.993
Australia,2020-06-02,0.955
Australia,2020-06-03,0.84
Australia,2020-06-04,0.802
Australia,2020-06-05,0.802
Australia,2020-06-06,0.688
Australia,2020-06-07,0.726
Australia,2020-06-08,0.688
Australia,2020-06-09,0.764
Australia,2020-06-10,0.688
Australia,2020-06-11,0.649
Australia,2020-06-12,0.611
Australia,2020-06-13,0.611
Australia,2020-06-14,0.649
Australia,2020-06-15,0.649
Australia,2020-06-16,0.611
Australia,2020-06-17,0.535
Australia,2020-06-18,0.573
Australia,2020-06-19,0.649
Australia,2020-06-20,0.611
Australia,2020-06-21,0.688
Australia,2020-06-22,0.726
Australia,2020-06-23,0.611
Australia,2020-06-24,0.611
Australia,2020-06-25,0.458
Australia,2020-06-26,0.458
Australia,2020-06-27,0.42
Australia,2020-06-28,0.573
Australia,2020-06-29,0.535
Australia,2020-06-30,0.688
Australia,2020-07-01,0.917
Australia,2020-07-02,1.031
Australia,2020-07-03,1.108
Australia,2020-07-04,1.146
Australia,2020-07-05,1.299
Australia,2020-07-06,1.49
Australia,2020-07-07,1.757
Australia,2020-07-08,1.719
Australia,2020-07-09,2.063
Australia,2020-07-10,2.101
Australia,2020-07-11,2.559
Australia,2020-07-12,3.514
Australia,2020-07-13,3.438
Australia,2020-07-14,4.24
Australia,2020-07-15,4.355
Australia,2020-07-16,4.813
Australia,2020-07-17,4.393
Australia,2020-07-18,5.157
Australia,2020-07-19,5.959
Australia,2020-07-20,6.953
Australia,2020-07-21,8.175
Australia,2020-07-22,8.06
Australia,2020-07-23,8.29
Australia,2020-07-24,9.13
Australia,2020-07-25,9.206
Australia,2020-07-26,9.894
Australia,2020-07-27,10.505
Australia,2020-07-28,12.339
Australia,2020-07-29,12.606
Australia,2020-07-30,13.982
Australia,2020-07-31,15.319
Australia,2020-08-01,15.586
Australia,2020-08-02,16.77
Australia,2020-08-03,18.451
Australia,2020-08-04,21.622
Australia,2020-08-05,22.921
Australia,2020-08-06,24.143
Australia,2020-08-07,25.174
Australia,2020-08-08,25.136
Australia,2020-08-09,25.365
Australia,2020-08-10,25.709
Australia,2020-08-11,26.206
Australia,2020-08-12,26.206
Australia,2020-08-13,25.938
Australia,2020-08-14,26.015
Australia,2020-08-15,25.977
Australia,2020-08-16,25.747
Australia,2020-08-17,26.053
Australia,2020-08-18,26.511
Australia,2020-08-19,24.601
Australia,2020-08-20,24.716
Australia,2020-08-21,24.105
Australia,2020-08-22,23.073
Australia,2020-08-23,25.174
Australia,2020-08-24,24.601
Australia,2020-08-25,23.035
Australia,2020-08-26,21.316
Australia,2020-08-27,20.743
Australia,2020-08-28,19.482
Australia,2020-08-29,19.139
Australia,2020-08-30,18.375
Australia,2020-08-31,17.19
Australia,2020-09-01,16.503
Australia,2020-09-02,14.937
Australia,2020-09-03,13.638
Australia,2020-09-04,12.453
Australia,2020-09-05,11.842
Australia,2020-09-06,11.231
Australia,2020-09-07,10.047
Australia,2020-09-08,8.442
Australia,2020-09-09,7.449
Australia,2020-09-10,6.189
Australia,2020-09-11,5.768
Australia,2020-09-12,5.234
Australia,2020-09-13,5.386
Australia,2020-09-14,5.31
Australia,2020-09-15,4.813
Australia,2020-09-16,4.47
Australia,2020-09-17,4.126
Australia,2020-09-18,4.049
Australia,2020-09-19,4.164
Australia,2020-09-20,4.087
Australia,2020-09-21,3.82
Australia,2020-09-22,3.4
Australia,2020-09-23,3.094
Australia,2020-09-24,2.712
Australia,2020-09-25,2.598
Australia,2020-09-26,2.483
Australia,2020-09-27,2.368
Australia,2020-09-28,2.292
Australia,2020-09-29,2.101
Australia,2020-09-30,1.91
Australia,2020-10-01,1.948
Australia,2020-10-02,1.872
Australia,2020-10-03,1.757
Australia,2020-10-04,1.757
Australia,2020-10-05,1.413
Australia,2020-10-06,1.222
Australia,2020-10-07,1.184
Australia,2020-10-08,1.07
Australia,2020-10-09,1.184
Australia,2020-10-10,1.184
Australia,2020-10-11,1.222
Australia,2020-10-12,1.184
Australia,2020-10-13,1.07
Australia,2020-10-14,0.993
Australia,2020-10-15,0.764
Australia,2020-10-16,0.688
Australia,2020-10-17,0.611
Australia,2020-10-18,0.649
Australia,2020-10-19,0.649
Australia,2020-10-20,0.611
Australia,2020-10-21,0.611
Australia,2020-10-22,0.764
Australia,2020-10-23,0.688
Australia,2020-10-24,0.649
Australia,2020-10-25,0.649
Australia,2020-10-26,0.573
Australia,2020-10-27,0.497
Australia,2020-10-28,0.726
Australia,2020-10-29,0.764
Australia,2020-10-30,0.649
Australia,2020-10-31,0.649
Australia,2020-11-01,0.611
Australia,2020-11-02,0.573
Australia,2020-11-03,0.764
Australia,2020-11-04,0.802
Australia,2020-11-05,0.764
Australia,2020-11-06,0.726
Australia,2020-11-07,0.726
Australia,2020-11-08,0.764
Australia,2020-11-09,0.764
Australia,2020-11-10,0.84
Australia,2020-11-11,0.84
Australia,2020-11-12,0.84
Australia,2020-11-13,0.802
Australia,2020-11-14,0.84
Australia,2020-11-15,0.917
Australia,2020-11-16,0.879
Australia,2020-11-17,0.84
Australia,2020-11-18,0.993
Australia,2020-11-19,0.879
Australia,2020-11-20,0.955
Australia,2020-11-21,0.84
Australia,2020-11-22,0.802
Australia,2020-11-23,0.955
Australia,2020-11-24,0.917
Australia,2020-11-25,0.917
Australia,2020-11-26,0.84
Australia,2020-11-27,0.802
Australia,2020-11-28,0.802
Australia,2020-11-29,0.84
Australia,2020-11-30,0.802
Australia,2020-12-01,0.802
Australia,2020-12-02,0.993
Australia,2020-12-03,1.031
Australia,2020-12-04,1.07
Australia,2020-12-05,1.108
Australia,2020-12-06,1.261
Australia,2020-12-07,1.413
Australia,2020-12-08,1.222
Australia,2020-12-09,1.452
Australia,2020-12-10,1.452
Australia,2020-12-11,1.413
Australia,2020-12-12,1.299
Australia,2020-12-13,1.07
Australia,2020-12-14,1.184
Australia,2020-12-15,1.07
Australia,2020-12-16,1.108
Australia,2020-12-17,0.917
Australia,2020-12-18,0.955
Australia,2020-12-19,0.993
Australia,2020-12-20,0.879
Australia,2020-12-21,0.84
Australia,2020-12-22,0.764
Australia,2020-12-23,0.802
Australia,2020-12-24,0.917
Australia,2020-12-25,0.879
Australia,2020-12-26,0.955
Australia,2020-12-27,0.726
Australia,2020-12-28,0.917
Australia,2020-12-29,0.726
Australia,2020-12-30,0.84
Australia,2020-12-31,0.726
Australia,2021-01-01,0.955
Australia,2021-01-02,0.993
Australia,2021-01-03,0.993
Australia,2021-01-04,1.222
Australia,2021-01-05,1.375
Australia,2021-01-06,1.452
Australia,2021-01-07,1.566
Australia,2021-01-08,1.528
Australia,2021-01-09,1.566
Australia,2021-01-10,1.719
Australia,2021-01-11,1.795
Australia,2021-01-12,1.681
Australia,2021-01-13,1.757
Australia,2021-01-14,1.948
Australia,2021-01-15,1.795
Australia,2021-01-16,1.452
Australia,2021-01-17,1.299
Australia,2021-01-18,1.222
Australia,2021-01-19,1.375
Australia,2021-01-20,1.222
Australia,2021-01-21,1.299
Australia,2021-01-22,1.222
Australia,2021-01-23,0.993
Australia,2021-01-24,0.955
Australia,2021-01-25,1.07
Australia,2021-01-26,0.802
Australia,2021-01-27,0.802
Australia,2021-01-28,0.764
Australia,2021-01-29,0.535
Australia,2021-01-30,0.535
Australia,2021-01-31,0.382
Australia,2021-02-01,0.344
Australia,2021-02-02,0.344
Australia,2021-02-03,0.382
Australia,2021-02-04,0.344
Australia,2021-02-05,0.344
Australia,2021-02-06,0.42
Australia,2021-02-07,0.382
Australia,2021-02-08,0.42
Australia,2021-02-09,0.458
Australia,2021-02-10,0.42
Australia,2021-02-11,0.458
Australia,2021-02-12,0.42
Australia,2021-02-13,0.535
Australia,2021-02-14,0.535
Australia,2021-02-15,0.458
Australia,2021-02-16,0.42
Australia,2021-02-17,0.458
Australia,2021-02-18,0.382
Australia,2021-02-19,0.382
Australia,2021-02-20,0.382
Australia,2021-02-21,0.42
Australia,2021-02-22,0.42
Australia,2021-02-23,0.458
Australia,2021-02-24,0.497
Australia,2021-02-25,0.649
Australia,2021-02-26,0.802
Australia,2021-02-27,0.726
Australia,2021-02-28,0.649
Australia,2021-03-01,0.917
Australia,2021-03-02,0.764
Australia,2021-03-03,1.031
Australia,2021-03-04,0.917
Australia,2021-03-05,1.031
Australia,2021-03-06,1.108
Australia,2021-03-07,1.108
Australia,2021-03-08,1.108
Australia,2021-03-09,1.604
Australia,2021-03-10,1.757
Australia,2021-03-11,1.681
Australia,2021-03-12,1.834
Australia,2021-03-13,1.566
Australia,2021-03-14,1.413
Australia,2021-03-15,1.643
Australia,2021-03-16,1.795
Australia,2021-03-17,1.757
Australia,2021-03-18,2.407
Australia,2021-03-19,2.445
Australia,2021-03-20,2.292
Australia,2021-03-21,2.445
Australia,2021-03-22,2.521
Australia,2021-03-23,2.75
Australia,2021-03-24,2.712
Australia,2021-03-25,2.789
Australia,2021-03-26,2.865
Australia,2021-03-27,2.941
Australia,2021-03-28,2.98
Australia,2021-03-29,3.171
Australia,2021-03-30,2.903
Australia,2021-03-31,3.323
Australia,2021-04-01,3.285
Australia,2021-04-02,2.98
Australia,2021-04-03,3.094
Australia,2021-04-04,3.209
Australia,2021-04-05,3.018
Australia,2021-04-06,3.132
Australia,2021-04-07,2.903
Australia,2021-04-08,2.903
Australia,2021-04-09,2.636
Australia,2021-04-10,2.483
Australia,2021-04-11,2.368
Australia,2021-04-12,2.407
Australia,2021-04-13,2.254
Australia,2021-04-14,1.91
Australia,2021-04-15,1.757
Australia,2021-04-16,1.681
Australia,2021-04-17,1.681
Australia,2021-04-18,1.795
Australia,2021-04-19,1.834
Australia,2021-04-20,1.795
Australia,2021-04-21,1.795
Australia,2021-04-22,2.33
Australia,2021-04-23,2.559
Australia,2021-04-24,2.598
Australia,2021-04-25,2.789
Australia,2021-04-26,2.712
Australia,2021-04-27,2.865
Australia,2021-04-28,2.636
Australia,2021-04-29,2.75
Australia,2021-04-30,2.827
Australia,2021-05-01,2.407
Australia,2021-05-02,2.177
Australia,2021-05-03,2.292
Australia,2021-05-04,2.063
Australia,2021-05-05,1.757
Australia,2021-05-06,1.452
Australia,2021-05-07,1.452
Australia,2021-05-08,1.375
Australia,2021-05-09,1.184
Australia,2021-05-10,1.108
Australia,2021-05-11,1.184
Australia,2021-05-12,1.031
Australia,2021-05-13,0.917
Australia,2021-05-14,0.879
Australia,2021-05-15,0.726
Australia,2021-05-16,0.802
Australia,2021-05-17,0.879
Australia,2021-05-18,0.879
Australia,2021-05-19,0.802
Australia,2021-05-20,0.649
Australia,2021-05-21,0.764
Australia,2021-05-22,0.649
Australia,2021-05-23,0.649
Australia,2021-05-24,0.688
Australia,2021-05-25,0.726
Australia,2021-05-26,0.649
Australia,2021-05-27,0.688
Australia,2021-05-28,0.649
Australia,2021-05-29,0.726
Australia,2021-05-30,0.802
Australia,2021-05-31,0.649
Australia,2021-06-01,0.802
Australia,2021-06-02,0.84
Australia,2021-06-03,0.726
Australia,2021-06-04,0.649
Australia,2021-06-05,0.611
Australia,2021-06-06,0.649
Australia,2021-06-07,0.726
Australia,2021-06-08,0.497
Australia,2021-06-09,0.611
Australia,2021-06-10,0.611
Australia,2021-06-11,0.573
Australia,2021-06-12,0.611
Australia,2021-06-13,0.955
Australia,2021-06-14,0.955
Australia,2021-06-15,1.031
Australia,2021-06-16,1.108
Australia,2021-06-17,1.222
Australia,2021-06-18,1.375
Australia,2021-06-19,1.337
Australia,2021-06-20,1.375
Australia,2021-06-21,1.413
Australia,2021-06-22,1.643
Australia,2021-06-23,1.719
Australia,2021-06-24,1.834
Australia,2021-06-25,1.91
Australia,2021-06-26,1.91
Australia,2021-06-27,2.254
Australia,2021-06-28,2.292
Australia,2021-06-29,2.368
Australia,2021-06-30,2.559
Australia,2021-07-01,2.789
Australia,2021-07-02,2.521
Australia,2021-07-03,2.865
Australia,2021-07-04,3.171
Australia,2021-07-05,2.98
Australia,2021-07-06,3.476
Australia,2021-07-07,3.744
Australia,2021-07-08,3.82
Australia,2021-07-09,4.049
Australia,2021-07-10,4.087
Australia,2021-07-11,4.737
Australia,2021-07-12,4.546
Australia,2021-07-13,4.661
Australia,2021-07-14,4.813
Australia,2021-07-15,4.89
Australia,2021-07-16,4.317
Australia,2021-07-17,4.355
Australia,2021-07-18,4.699
Australia,2021-07-19,5.234
Australia,2021-07-20,5.577
Australia,2021-07-21,6.036
Australia,2021-07-22,6.494
Australia,2021-07-23,6.609
Australia,2021-07-24,6.609
Australia,2021-07-25,7.296
Australia,2021-07-26,7.908
Australia,2021-07-27,8.442
Australia,2021-07-28,8.557
Australia,2021-07-29,8.939
Australia,2021-07-30,9.55
Australia,2021-07-31,10.543
Australia,2021-08-01,11.078
Australia,2021-08-02,12.148
Australia,2021-08-03,13.982
Australia,2021-08-04,14.287
Australia,2021-08-05,14.975
Australia,2021-08-06,16.541
Australia,2021-08-07,16.541
Australia,2021-08-08,16.35
Australia,2021-08-09,16.541
Australia,2021-08-10,16.847
Australia,2021-08-11,16.35
Australia,2021-08-12,16.885
Australia,2021-08-13,16.312
Australia,2021-08-14,16.197
Australia,2021-08-15,16.656
Australia,2021-08-16,18.795
Australia,2021-08-17,19.215
Australia,2021-08-18,19.597
Australia,2021-08-19,19.33
Australia,2021-08-20,21.163
Australia,2021-08-21,23.112
Australia,2021-08-22,24.487
Australia,2021-08-23,25.518
Australia,2021-08-24,27.084
Australia,2021-08-25,29.3
Australia,2021-08-26,32.165
Australia,2021-08-27,32.624
Australia,2021-08-28,34.113
Australia,2021-08-29,35.374
Australia,2021-08-30,36.405
Australia,2021-08-31,38.506
Australia,2021-09-01,40.035
Australia,2021-09-02,40.913
Australia,2021-09-03,43.74
Australia,2021-09-04,43.434
Australia,2021-09-05,45.497
Australia,2021-09-06,49.165
Australia,2021-09-07,48.897
Australia,2021-09-08,51.495
Australia,2021-09-09,50.349
Australia,2021-09-10,51.075
Australia,2021-09-11,52.603
Australia,2021-09-12,52.45
Australia,2021-09-13,55.009
Australia,2021-09-14,55.047
Australia,2021-09-15,55.124
Australia,2021-09-16,56.652
Australia,2021-09-17,55.582
Australia,2021-09-18,56.155
Australia,2021-09-19,55.086
Australia,2021-09-20,58.791
Australia,2021-09-21,57.989
Australia,2021-09-22,58.447
Australia,2021-09-23,57.607
Australia,2021-09-24,58.409
Australia,2021-09-25,57.034
Australia,2021-09-26,58.753
Australia,2021-09-27,59.25
Australia,2021-09-28,56.499
Australia,2021-09-29,57.836
Australia,2021-09-30,56.652
Australia,2021-10-01,56.079
Australia,2021-10-02,57.149
Australia,2021-10-03,57.149
Australia,2021-10-04,58.638
Australia,2021-10-05,58.295
Australia,2021-10-06,58.065
Australia,2021-10-07,58.142
Australia,2021-10-08,54.895
Australia,2021-10-09,55.238
Australia,2021-10-10,56.996
Australia,2021-10-11,56.767
Australia,2021-10-12,55.85
Australia,2021-10-13,55.697
Australia,2021-10-14,54.016
Australia,2021-10-15,57.034
Australia,2021-10-16,55.047
Australia,2021-10-17,57.378
Australia,2021-10-18,54.092
Australia,2021-10-19,52.641
Australia,2021-10-20,51.304
Australia,2021-10-21,50.005
Australia,2021-10-22,49.05
Australia,2021-10-23,50.12
Australia,2021-10-24,50.311
Australia,2021-10-25,50.005
Australia,2021-10-26,45.535
Australia,2021-10-27,43.969
Australia,2021-10-28,43.014
Australia,2021-10-29,42.518
Australia,2021-10-30,40.646
Australia,2021-10-31,40.799
Australia,2021-11-01,38.888
Australia,2021-11-02,37.551
Australia,2021-11-03,37.36
Australia,2021-11-04,35.565
Australia,2021-11-05,35.68
Australia,2021-11-06,32.509
Australia,2021-11-07,31.898
Australia,2021-11-08,32.509
Australia,2021-11-09,27.657
Australia,2021-11-10,26.817
Australia,2021-11-11,26.015
Australia,2021-11-12,24.983
Australia,2021-11-13,24.372
Australia,2021-11-14,23.494
Australia,2021-11-15,24.143
Australia,2021-11-16,22.844
Australia,2021-11-17,21.927
Australia,2021-11-18,21.354
Australia,2021-11-19,20.552
Australia,2021-11-20,20.896
Australia,2021-11-21,21.545
Australia,2021-11-22,21.01
Australia,2021-11-23,20.285
Australia,2021-11-24,21.507
Australia,2021-11-25,21.278
Australia,2021-11-26,20.476
Australia,2021-11-27,19.559
Australia,2021-11-28,20.705
Australia,2021-11-29,20.743
Australia,2021-11-30,20.323
Australia,2021-12-01,19.597
Australia,2021-12-02,19.521
Australia,2021-12-03,19.75
Australia,2021-12-04,20.667
Australia,2021-12-05,21.469
Australia,2021-12-06,20.743
Australia,2021-12-07,20.208
Australia,2021-12-08,20.59
Australia,2021-12-09,20.781
Australia,2021-12-10,20.667
Australia,2021-12-11,20.437
Australia,2021-12-12,21.736
Australia,2021-12-13,23.303
Australia,2021-12-14,23.876
Australia,2021-12-15,25.671
Australia,2021-12-16,27.352
Australia,2021-12-17,27.39
Australia,2021-12-18,28.994
Australia,2021-12-19,28.803
Australia,2021-12-20,29.567
Australia,2021-12-21,30.331
Australia,2021-12-22,32.853
Australia,2021-12-23,34.801
Australia,2021-12-24,34.61
Australia,2021-12-25,37.017
Australia,2021-12-26,38.201
Australia,2021-12-27,40.76
Australia,2021-12-28,44.962
Australia,2021-12-29,50.043
Australia,2021-12-30,55.964
Australia,2021-12-31,61.312
Australia,2022-01-01,69.831
Australia,2022-01-02,76.516
Australia,2022-01-03,84.309
Australia,2022-01-04,96.419
Australia,2022-01-05,103.41
Australia,2022-01-06,110.935
Australia,2022-01-07,118.69
Australia,2022-01-08,126.942
Australia,2022-01-09,134.582
Australia,2022-01-10,147.646
Australia,2022-01-11,153.033
Australia,2022-01-12,160.329
Australia,2022-01-13,169.001
Australia,2022-01-14,175.839
Australia,2022-01-15,181.798
Australia,2022-01-16,192.8
Australia,2022-01-17,200.096
Australia,2022-01-18,202.732
Australia,2022-01-19,201.586
Australia,2022-01-20,196.62
Australia,2022-01-21,195.13
Australia,2022-01-22,192.38
Australia,2022-01-23,197.613
Australia,2022-01-24,205.903
Australia,2022-01-25,199.676
Australia,2022-01-26,194.442
Australia,2022-01-27,191.807
Australia,2022-01-28,189.209
Australia,2022-01-29,182.982
Australia,2022-01-30,188.98
Australia,2022-01-31,189.247
Australia,2022-02-01,178.169
Australia,2022-02-02,175.495
Australia,2022-02-03,169.917
Australia,2022-02-04,162.583
Australia,2022-02-05,158.419
Australia,2022-02-06,149.518
Australia,2022-02-07,145.202
Australia,2022-02-08,137.065
Australia,2022-02-09,130.418
Australia,2022-02-10,125.795
Australia,2022-02-11,119.416
Australia,2022-02-12,114.985
Australia,2022-02-13,117.238
Australia,2022-02-14,112.654
Australia,2022-02-15,104.594
Australia,2022-02-16,102.264
Australia,2022-02-17,96.572
Australia,2022-02-18,94.242
Australia,2022-02-19,91.376
Australia,2022-02-20,92.293
Australia,2022-02-21,91.95
Australia,2022-02-22,88.702
Australia,2022-02-23,83.507
Australia,2022-02-24,79.152
Australia,2022-02-25,77.357
Australia,2022-02-26,76.211
Australia,2022-02-27,76.516
Australia,2022-02-28,74.11
Australia,2022-03-01,72.734
Australia,2022-03-02,70.175
Australia,2022-03-03,66.928
Australia,2022-03-04,66.928
Australia,2022-03-05,66.355
Australia,2022-03-06,69.105
Australia,2022-03-07,68.303
Australia,2022-03-08,66.355
Australia,2022-03-09,64.483
Australia,2022-03-10,64.521
Australia,2022-03-11,63.222
Australia,2022-03-12,65.018
Australia,2022-03-13,65.973
Australia,2022-03-14,68.8
Australia,2022-03-15,68.074
Australia,2022-03-16,70.863
Australia,2022-03-17,69.22
Australia,2022-03-18,72.696
Australia,2022-03-19,74.224
Australia,2022-03-20,78.159
Australia,2022-03-21,80.489
Australia,2022-03-22,80.375
Australia,2022-03-23,82.094
Australia,2022-03-24,82.208
Australia,2022-03-25,82.476
Australia,2022-03-26,83.125
Australia,2022-03-27,87.9
Australia,2022-03-28,90.307
Australia,2022-03-29,93.439
Australia,2022-03-30,95.197
Australia,2022-03-31,96.763
Australia,2022-04-01,96.343
Australia,2022-04-02,98.596
Australia,2022-04-03,103.104
Australia,2022-04-04,108.338
Australia,2022-04-05,107.383
Australia,2022-04-06,106.122
Australia,2022-04-07,107.65
Australia,2022-04-08,108.643
Australia,2022-04-09,112.349
Australia,2022-04-10,118.117
Australia,2022-04-11,120.142
Australia,2022-04-12,120.218
Australia,2022-04-13,119.874
Australia,2022-04-14,113.8
Australia,2022-04-15,114.45
Australia,2022-04-16,117.277
Australia,2022-04-17,121.402
Australia,2022-04-18,125.146
Australia,2022-04-19,127.171
Australia,2022-04-20,126.521
Australia,2022-04-21,123.618
Australia,2022-04-22,122.625
Australia,2022-04-23,120.409
Australia,2022-04-24,120.104
Australia,2022-04-25,125.719
Australia,2022-04-26,129.539
Australia,2022-04-27,125.452
Australia,2022-04-28,121.059
Australia,2022-04-29,121.364
Australia,2022-04-30,118.385
Australia,2022-05-01,122.93
Australia,2022-05-02,117.964
Australia,2022-05-03,118.576
Australia,2022-05-04,119.607
Australia,2022-05-05,119.378
Australia,2022-05-06,117.315
Australia,2022-05-07,117.391
Australia,2022-05-08,119.913
Australia,2022-05-09,121.02
Australia,2022-05-10,118.499
Australia,2022-05-11,114.755
Australia,2022-05-12,114.144
Australia,2022-05-13,112.922
Australia,2022-05-14,114.144
Australia,2022-05-15,118.461
Australia,2022-05-16,120.791
Australia,2022-05-17,119.722
Australia,2022-05-18,114.068
Australia,2022-05-19,110.439
Australia,2022-05-20,108.07
Australia,2022-05-21,108.643
Australia,2022-05-22,111.241
Australia,2022-05-23,111.814
Australia,2022-05-24,110.362
Australia,2022-05-25,110.974
Australia,2022-05-26,109.369
Australia,2022-05-27,103.715
Australia,2022-05-28,103.601
Australia,2022-05-29,105.969
Australia,2022-05-30,106.084
Australia,2022-05-31,102.608
Australia,2022-06-01,98.176
Australia,2022-06-02,104.021
Australia,2022-06-03,101.614
Australia,2022-06-04,102.722
Australia,2022-06-05,105.282
Australia,2022-06-06,107.115
Australia,2022-06-07,106.122
Australia,2022-06-08,104.823
Australia,2022-06-09,103.333
Australia,2022-06-10,101.271
Australia,2022-06-11,102.455
Australia,2022-06-12,104.632
Australia,2022-06-13,108.911
Australia,2022-06-14,110.286
Australia,2022-06-15,107.459
Australia,2022-06-16,107.612
Australia,2022-06-17,107.535
Australia,2022-06-18,110.974
Australia,2022-06-19,114.832
Australia,2022-06-20,116.704
Australia,2022-06-21,115.443
Australia,2022-06-22,116.245
Australia,2022-06-23,114.106
Australia,2022-06-24,116.36
Australia,2022-06-25,119.11
Australia,2022-06-26,119.683
Australia,2022-06-27,125.146
Australia,2022-06-28,123.16
Australia,2022-06-29,124.802
Australia,2022-06-30,125.031
Australia,2022-07-01,127.171
Australia,2022-07-02,130.456
Australia,2022-07-03,134.123
Australia,2022-07-04,142.871
Australia,2022-07-05,144.438
Australia,2022-07-06,148.945
Australia,2022-07-07,151.925
Australia,2022-07-08,153.72
Australia,2022-07-09,157.082
Australia,2022-07-10,165.295
Australia,2022-07-11,170.682
Australia,2022-07-12,171.025
Australia,2022-07-13,172.362
Australia,2022-07-14,175.8
Australia,2022-07-15,181.072
Australia,2022-07-16,180.27
Australia,2022-07-17,191.043
Australia,2022-07-18,200.134
Australia,2022-07-19,204.642
Australia,2022-07-20,204.757
Australia,2022-07-21,202.732
Australia,2022-07-22,200.593
Australia,2022-07-23,204.833
Australia,2022-07-24,207.775
Australia,2022-07-25,212.817
Australia,2022-07-26,204.91
Australia,2022-07-27,199.867
Australia,2022-07-28,194.977
Australia,2022-07-29,192.227
Australia,2022-07-30,188.139
Australia,2022-07-31,190.699
Australia,2022-08-01,191.081
Australia,2022-08-02,185.312
Australia,2022-08-03,179.621
Australia,2022-08-04,176.221
Australia,2022-08-05,171.064
Australia,2022-08-06,169.268
Australia,2022-08-07,171.293
Australia,2022-08-08,176.144
Australia,2022-08-09,168.657
Australia,2022-08-10,163.271
Australia,2022-08-11,156.547
Australia,2022-08-12,151.81
Australia,2022-08-13,152.46
Australia,2022-08-14,153.3
Australia,2022-08-15,152.116
Australia,2022-08-16,145.431
Australia,2022-08-17,142.336
Australia,2022-08-18,138.249
Australia,2022-08-19,132.824
Australia,2022-08-20,131.144
Australia,2022-08-21,130.991
Australia,2022-08-22,132.06
Australia,2022-08-23,126.98
Australia,2022-08-24,123.656
Australia,2022-08-25,116.665
Australia,2022-08-26,115.176
Australia,2022-08-27,114.985
Australia,2022-08-28,115.978
Australia,2022-08-29,114.755
Australia,2022-08-30,112.043
Australia,2022-08-31,109.255
Australia,2022-09-01,105.511
Australia,2022-09-02,103.83
Australia,2022-09-03,103.181
Australia,2022-09-04,102.913
Australia,2022-09-05,99.284
Australia,2022-09-06,93.974
Australia,2022-09-07,91.224
Australia,2022-09-08,89.008
Australia,2022-09-09,89.008
Australia,2022-09-10,89.008
Australia,2022-09-11,89.008
Australia,2022-09-12,89.008
Australia,2022-09-13,89.008
Australia,2022-09-14,89.008
Australia,2022-09-15,76.44
Australia,2022-09-16,74.339
Australia,2022-09-17,74.377
Australia,2022-09-18,74.377
Australia,2022-09-19,74.377
Australia,2022-09-20,74.377
Australia,2022-09-21,74.377
Australia,2022-09-22,68.036
Australia,2022-09-23,68.036
Australia,2022-09-24,68.036
Australia,2022-09-25,68.036
Australia,2022-09-26,68.036
Australia,2022-09-27,68.036
Australia,2022-09-28,68.036
Australia,2022-09-29,59.708
Australia,2022-09-30,59.708
Australia,2022-10-01,59.708
Australia,2022-10-02,59.708
Australia,2022-10-03,59.708
Australia,2022-10-04,59.708
Australia,2022-10-05,59.708
Australia,2022-10-06,55.964
Australia,2022-10-07,55.964
Australia,2022-10-08,55.964
Australia,2022-10-09,55.964
Australia,2022-10-10,55.964
Australia,2022-10-11,55.964
Australia,2022-10-12,55.964
Australia,2022-10-13,54.436
Australia,2022-10-14,54.436
Australia,2022-10-15,54.436
Australia,2022-10-16,54.436
Australia,2022-10-17,54.436
Australia,2022-10-18,54.436
