Entity,Day,Daily hospital occupancy per million
Serbia,2022-08-16,100.705
Serbia,2022-08-17,102.015
Serbia,2022-08-18,103.034
Serbia,2022-08-19,101.142
Serbia,2022-08-20,101.724
Serbia,2022-08-21,102.306
Serbia,2022-08-22,101.869
Serbia,2022-08-23,103.47
Serbia,2022-08-24,102.16
Serbia,2022-08-25,99.395
Serbia,2022-08-26,97.649
Serbia,2022-08-27,95.321
Serbia,2022-08-28,96.339
Serbia,2022-08-29,95.03
Serbia,2022-08-30,95.321
Serbia,2022-08-31,95.757
Serbia,2022-09-01,94.593
Serbia,2022-09-02,92.556
Serbia,2022-09-03,91.246
Serbia,2022-09-04,90.664
Serbia,2022-09-05,90.227
Serbia,2022-09-06,88.481
Serbia,2022-09-07,86.152
Serbia,2022-09-08,83.678
Serbia,2022-09-09,83.387
Serbia,2022-09-10,82.66
Serbia,2022-09-11,81.787
Serbia,2022-09-12,81.495
Serbia,2022-09-13,80.622
Serbia,2022-09-14,76.402
Serbia,2022-09-15,76.111
Serbia,2022-09-16,75.238
Serbia,2022-09-17,72.909
Serbia,2022-09-18,72.473
Serbia,2022-09-19,71.163
Serbia,2022-09-20,69.999
Serbia,2022-09-21,68.398
Serbia,2022-09-22,66.652
Serbia,2022-09-23,65.633
Serbia,2022-09-24,65.196
Serbia,2022-09-25,63.887
Serbia,2022-09-26,63.45
Serbia,2022-09-27,64.032
Serbia,2022-09-28,63.45
Serbia,2022-09-29,62.722
Serbia,2022-09-30,62.286
Serbia,2022-10-01,61.122
Serbia,2022-10-02,61.558
Serbia,2022-10-03,61.849
Serbia,2022-10-04,63.741
Serbia,2022-10-05,64.76
Serbia,2022-10-06,64.469
Serbia,2022-10-07,64.032
Serbia,2022-10-08,63.596
Serbia,2022-10-09,63.887
Serbia,2022-10-10,65.342
Serbia,2022-10-11,65.633
Serbia,2022-10-12,65.924
Serbia,2022-10-13,64.76
Serbia,2022-10-14,65.196
Serbia,2022-10-15,64.323
Serbia,2022-10-16,64.032
Serbia,2022-10-17,64.032
Serbia,2022-10-18,63.159
Serbia,2022-10-19,62.431
Serbia,2022-10-20,62.868
Serbia,2022-10-21,60.976
Serbia,2022-10-22,60.394
Serbia,2022-10-23,59.521
Serbia,2022-10-24,59.666
Serbia,2022-10-25,58.357
Serbia,2022-10-26,55.737
Serbia,2022-10-27,52.972
Serbia,2022-10-28,52.972
Serbia,2022-10-29,52.099
Serbia,2022-10-30,51.08
Serbia,2022-10-31,51.662
Serbia,2022-11-01,53.409
Serbia,2022-11-02,53.409
Serbia,2022-11-03,50.935
Serbia,2022-11-04,47.733
Serbia,2022-11-05,44.677
Serbia,2022-11-06,43.222
Serbia,2022-11-07,41.912
Serbia,2022-11-08,43.949
Serbia,2022-11-09,44.531
Serbia,2022-11-10,43.804
Serbia,2022-11-11,41.33
Serbia,2022-11-12,36.964
Serbia,2022-11-13,36.964
Serbia,2022-11-14,39.584
Serbia,2022-11-15,33.617
Serbia,2022-11-16,30.997
Serbia,2022-11-17,31.725
Serbia,2022-11-18,32.016
Serbia,2022-11-19,31.143
Serbia,2022-11-20,30.561
Serbia,2022-11-21,30.997
Serbia,2022-11-22,33.762
Serbia,2022-11-23,33.18
Serbia,2022-11-24,32.016
Serbia,2022-11-25,31.579
Serbia,2022-11-26,27.65
Serbia,2022-11-27,27.796
Serbia,2022-11-28,29.542
Serbia,2022-11-29,29.251
Serbia,2022-11-30,29.251
Serbia,2022-12-01,28.669
Serbia,2022-12-02,29.251
Serbia,2022-12-03,27.65
Serbia,2022-12-04,27.65
Serbia,2022-12-05,27.796
Serbia,2022-12-06,26.632
Serbia,2022-12-07,26.923
Serbia,2022-12-08,27.941
Serbia,2022-12-09,28.814
Serbia,2022-12-10,30.124
Serbia,2022-12-11,30.706
Serbia,2022-12-12,32.453
Serbia,2022-12-13,33.908
Serbia,2022-12-14,33.471
Serbia,2022-12-15,32.744
Serbia,2022-12-16,32.744
Serbia,2022-12-17,32.162
Serbia,2022-12-18,30.852
Serbia,2022-12-19,31.579
Serbia,2022-12-20,31.725
Serbia,2022-12-21,30.561
Serbia,2022-12-22,30.706
Serbia,2022-12-23,30.997
Serbia,2022-12-24,30.415
Serbia,2022-12-25,31.143
Serbia,2022-12-26,31.579
Serbia,2022-12-27,35.654
Serbia,2022-12-28,35.654
Serbia,2022-12-29,38.419
Serbia,2022-12-30,36.964
Serbia,2022-12-31,36.382
Serbia,2023-01-01,36.091
Serbia,2023-01-02,35.8
Serbia,2023-01-03,36.673
Serbia,2023-01-04,36.673
Serbia,2023-01-05,36.964
Serbia,2023-01-06,38.128
Serbia,2023-01-07,38.565
Serbia,2023-01-08,38.274
Serbia,2023-01-09,37.692
Serbia,2023-01-10,38.565
Serbia,2023-01-11,37.837
Serbia,2023-01-12,39.729
Serbia,2023-01-13,44.24
Serbia,2023-01-14,40.457
Serbia,2023-01-15,41.33
Serbia,2023-01-16,41.184
Serbia,2023-01-17,42.931
Serbia,2023-01-18,42.931
Serbia,2023-01-19,42.931
Serbia,2023-01-20,42.349
Serbia,2023-01-21,40.893
Serbia,2023-01-22,41.912
Serbia,2023-01-23,40.893
Serbia,2023-01-24,38.274
Serbia,2023-01-25,39.729
Serbia,2023-01-26,38.419
Serbia,2023-01-27,36.673
Serbia,2023-01-28,37.837
Serbia,2023-01-29,39.001
Serbia,2023-01-30,39.147
Serbia,2023-01-31,39.729
Serbia,2023-02-01,38.856
Serbia,2023-02-02,38.128
Serbia,2023-02-03,39.584
Serbia,2023-02-04,37.546
Serbia,2023-02-05,36.236
Serbia,2023-02-06,38.71
Serbia,2023-02-07,37.546
Serbia,2023-02-08,37.401
Serbia,2023-02-09,36.091
Serbia,2023-02-10,36.382
Serbia,2023-02-11,34.345
Serbia,2023-02-12,35.218
Serbia,2023-02-13,36.236
Serbia,2023-02-14,36.091
Serbia,2023-02-15,36.818
Serbia,2023-02-16,37.11
Serbia,2023-02-17,38.128
Serbia,2023-02-18,38.419
Serbia,2023-02-19,37.546
Serbia,2023-02-20,38.856
Serbia,2023-02-21,37.255
Serbia,2023-02-22,37.401
Serbia,2023-02-23,38.565
Serbia,2023-02-24,37.983
Serbia,2023-02-25,37.983
Serbia,2023-02-26,36.382
Serbia,2023-02-27,35.8
Serbia,2023-02-28,35.072
Serbia,2023-03-01,35.072
Serbia,2023-03-02,33.18
Serbia,2023-03-03,32.889
Serbia,2023-03-04,32.307
Serbia,2023-03-05,31.579
Serbia,2023-03-06,31.871
Serbia,2023-03-07,32.162
Serbia,2023-03-08,34.199
Serbia,2023-03-09,34.199
Serbia,2023-03-10,33.471
Serbia,2023-03-11,35.072
Serbia,2023-03-12,36.527
Serbia,2023-03-13,37.401
Serbia,2023-03-14,37.837
Serbia,2023-03-15,38.856
Serbia,2023-03-16,35.945
Serbia,2023-03-17,32.016
Serbia,2023-03-18,30.852
Serbia,2023-03-19,31.288
Serbia,2023-03-20,32.162
Serbia,2023-03-21,30.415
Serbia,2023-03-22,30.415
Serbia,2023-03-23,28.814
Serbia,2023-03-24,26.195
Serbia,2023-03-25,24.594
Serbia,2023-03-26,27.65
Serbia,2023-03-27,26.049
Serbia,2023-03-28,23.867
Serbia,2023-03-29,22.12
Serbia,2023-03-30,22.702
Serbia,2023-03-31,22.848
Serbia,2023-04-01,21.393
Serbia,2023-04-02,22.12
Serbia,2023-04-03,24.594
Serbia,2023-04-04,23.721
Serbia,2023-04-05,23.721
Serbia,2023-04-06,17.9
Serbia,2023-04-07,18.482
Serbia,2023-04-08,19.21
Serbia,2023-04-09,18.919
Serbia,2023-04-10,19.355
Serbia,2023-04-11,18.191
Serbia,2023-04-12,17.318
Serbia,2023-04-13,16.59
Serbia,2023-04-14,16.299
Serbia,2023-04-15,16.299
Serbia,2023-04-16,16.154
Serbia,2023-04-17,15.717
Serbia,2023-04-18,15.717
Serbia,2023-04-19,15.426
Serbia,2023-04-20,18.045
Serbia,2023-04-21,16.008
Serbia,2023-04-22,15.135
Serbia,2023-04-23,14.553
Serbia,2023-04-24,14.989
Serbia,2023-04-25,15.717
Serbia,2023-04-26,15.863
Serbia,2023-04-27,15.571
Serbia,2023-04-28,15.717
Serbia,2023-04-29,14.698
Serbia,2023-04-30,14.553
Serbia,2023-05-01,14.553
Serbia,2023-05-02,14.262
Serbia,2023-05-03,14.553
Serbia,2023-05-04,14.844
Serbia,2023-05-05,13.68
Serbia,2023-05-06,13.971
Serbia,2023-05-07,13.243
Serbia,2023-05-08,13.097
Serbia,2023-05-09,13.097
Serbia,2023-05-10,14.553
Serbia,2023-05-11,14.407
Serbia,2023-05-12,12.952
Serbia,2023-05-13,12.806
Serbia,2023-05-14,12.806
Serbia,2023-05-15,13.097
Serbia,2023-05-16,13.097
Serbia,2023-05-17,13.097
Serbia,2023-05-18,10.478
Serbia,2023-05-19,8.295
Serbia,2023-05-20,8.004
Serbia,2023-05-21,7.276
Serbia,2023-05-22,7.276
Serbia,2023-05-23,7.567
Serbia,2023-05-24,7.276
Serbia,2023-05-25,6.985
Serbia,2023-05-26,6.84
Serbia,2023-05-27,6.549
Serbia,2023-05-28,6.694
Serbia,2023-05-29,6.549
Serbia,2023-05-30,6.549
Serbia,2023-05-31,5.821
Serbia,2023-06-01,5.821
Serbia,2023-06-02,5.821
Serbia,2023-06-03,5.53
Serbia,2023-06-04,5.53
Serbia,2023-06-05,5.53
Serbia,2023-06-06,5.093
Serbia,2023-06-07,4.366
Serbia,2023-06-08,3.638
Serbia,2023-06-09,2.911
Serbia,2023-06-10,2.911
Serbia,2023-06-11,2.911
Serbia,2023-06-12,2.619
Serbia,2023-06-13,2.619
Serbia,2023-06-14,2.183
Slovakia,2020-03-06,0.177
Slovakia,2020-03-07,0.354
Slovakia,2020-03-08,0.886
Slovakia,2020-03-09,0.886
Slovakia,2020-03-10,1.24
Slovakia,2020-03-11,1.24
Slovakia,2020-03-12,1.418
Slovakia,2020-03-13,1.949
Slovakia,2020-03-14,2.481
Slovakia,2020-03-15,3.721
Slovakia,2020-03-16,4.607
Slovakia,2020-03-17,4.43
Slovakia,2020-03-18,4.607
Slovakia,2020-03-19,4.607
Slovakia,2020-03-20,4.784
Slovakia,2020-03-21,5.139
Slovakia,2020-03-22,6.379
Slovakia,2020-03-23,5.493
Slovakia,2020-03-24,4.961
Slovakia,2020-03-25,4.784
Slovakia,2020-03-26,4.607
Slovakia,2020-03-27,5.847
Slovakia,2020-03-28,6.025
Slovakia,2020-03-29,6.202
Slovakia,2020-03-30,5.847
Slovakia,2020-03-31,5.493
Slovakia,2020-04-01,6.025
Slovakia,2020-04-02,6.911
Slovakia,2020-04-03,6.202
Slovakia,2020-04-04,6.733
Slovakia,2020-04-05,6.556
Slovakia,2020-04-06,6.733
Slovakia,2020-04-07,7.619
Slovakia,2020-04-08,1.063
Slovakia,2020-04-09,7.797
Slovakia,2020-04-10,8.328
Slovakia,2020-04-11,8.86
Slovakia,2020-04-12,9.214
Slovakia,2020-04-13,10.277
Slovakia,2020-04-14,10.632
Slovakia,2020-04-15,10.986
Slovakia,2020-04-16,11.518
Slovakia,2020-04-17,11.518
Slovakia,2020-04-18,0.532
Slovakia,2020-04-19,11.872
Slovakia,2020-04-20,10.632
Slovakia,2020-04-21,10.277
Slovakia,2020-04-22,9.746
Slovakia,2020-04-23,10.632
Slovakia,2020-04-24,9.569
Slovakia,2020-04-25,9.037
Slovakia,2020-04-26,9.214
Slovakia,2020-04-27,8.86
Slovakia,2020-04-28,7.619
Slovakia,2020-04-29,7.442
Slovakia,2020-04-30,6.733
Slovakia,2020-05-01,6.379
Slovakia,2020-05-02,6.556
Slovakia,2020-05-03,6.202
Slovakia,2020-05-04,5.493
Slovakia,2020-05-05,5.139
Slovakia,2020-05-06,4.253
Slovakia,2020-05-07,0.532
Slovakia,2020-05-08,3.721
Slovakia,2020-05-09,3.721
Slovakia,2020-05-10,3.721
Slovakia,2020-05-11,3.367
Slovakia,2020-05-12,3.012
Slovakia,2020-05-13,2.835
Slovakia,2020-05-14,3.012
Slovakia,2020-05-15,2.658
Slovakia,2020-05-16,2.835
Slovakia,2020-05-17,3.012
Slovakia,2020-05-18,2.658
Slovakia,2020-05-19,2.481
Slovakia,2020-05-20,2.304
Slovakia,2020-05-21,2.126
Slovakia,2020-05-22,1.949
Slovakia,2020-05-23,1.949
Slovakia,2020-05-24,1.949
Slovakia,2020-05-25,1.418
Slovakia,2020-05-26,1.418
Slovakia,2020-05-27,1.24
Slovakia,2020-05-28,1.063
Slovakia,2020-05-29,0.886
Slovakia,2020-05-30,0.886
Slovakia,2020-05-31,0.886
Slovakia,2020-06-01,0.709
Slovakia,2020-06-02,0.709
Slovakia,2020-06-03,0.709
Slovakia,2020-06-04,0.709
Slovakia,2020-06-05,0.532
Slovakia,2020-06-06,0.532
Slovakia,2020-06-07,0.532
Slovakia,2020-06-08,6.556
Slovakia,2020-06-09,4.961
Slovakia,2020-06-10,4.961
Slovakia,2020-06-11,0.354
Slovakia,2020-06-12,0.354
Slovakia,2020-06-13,0.354
Slovakia,2020-06-14,0.354
Slovakia,2020-06-15,0.354
Slovakia,2020-06-16,0.177
Slovakia,2020-06-17,0.177
Slovakia,2020-06-18,0.532
Slovakia,2020-06-19,0.354
Slovakia,2020-06-20,0.177
Slovakia,2020-06-21,0.354
Slovakia,2020-06-22,0.532
Slovakia,2020-06-23,0.709
Slovakia,2020-06-24,0.886
Slovakia,2020-06-25,0.886
Slovakia,2020-06-26,1.063
Slovakia,2020-06-27,0.709
Slovakia,2020-06-28,0.709
Slovakia,2020-06-29,0.532
Slovakia,2020-06-30,0.532
Slovakia,2020-07-01,0.709
Slovakia,2020-07-02,0.886
Slovakia,2020-07-03,1.063
Slovakia,2020-07-04,1.24
Slovakia,2020-07-05,1.24
Slovakia,2020-07-06,1.595
Slovakia,2020-07-07,1.595
Slovakia,2020-07-08,2.126
Slovakia,2020-07-09,2.304
Slovakia,2020-07-10,2.304
Slovakia,2020-07-11,2.304
Slovakia,2020-07-12,2.481
Slovakia,2020-07-13,2.658
Slovakia,2020-07-14,2.481
Slovakia,2020-07-15,2.658
Slovakia,2020-07-16,2.658
Slovakia,2020-07-17,2.481
Slovakia,2020-07-18,2.481
Slovakia,2020-07-19,2.658
Slovakia,2020-07-20,2.658
Slovakia,2020-07-21,3.012
Slovakia,2020-07-22,3.012
Slovakia,2020-07-23,3.19
Slovakia,2020-07-24,3.721
Slovakia,2020-07-25,4.253
Slovakia,2020-07-26,4.253
Slovakia,2020-07-27,5.847
Slovakia,2020-07-28,7.442
Slovakia,2020-07-29,7.442
Slovakia,2020-07-30,9.569
Slovakia,2020-07-31,12.049
Slovakia,2020-08-01,11.163
Slovakia,2020-08-02,11.518
Slovakia,2020-08-03,11.872
Slovakia,2020-08-04,12.758
Slovakia,2020-08-05,12.935
Slovakia,2020-08-06,13.29
Slovakia,2020-08-07,10.986
Slovakia,2020-08-08,10.632
Slovakia,2020-08-09,12.049
Slovakia,2020-08-10,10.277
Slovakia,2020-08-11,11.518
Slovakia,2020-08-12,12.581
Slovakia,2020-08-13,13.113
Slovakia,2020-08-14,14.707
Slovakia,2020-08-15,15.062
Slovakia,2020-08-16,15.239
Slovakia,2020-08-17,15.77
Slovakia,2020-08-18,15.239
Slovakia,2020-08-19,16.125
Slovakia,2020-08-20,12.404
Slovakia,2020-08-21,10.1
Slovakia,2020-08-22,10.277
Slovakia,2020-08-23,10.455
Slovakia,2020-08-24,11.518
Slovakia,2020-08-25,12.049
Slovakia,2020-08-26,10.632
Slovakia,2020-08-27,12.049
Slovakia,2020-08-28,13.467
Slovakia,2020-08-29,14.176
Slovakia,2020-08-30,14.707
Slovakia,2020-08-31,14.53
Slovakia,2020-09-01,15.062
Slovakia,2020-09-02,14.353
Slovakia,2020-09-03,16.125
Slovakia,2020-09-04,15.948
Slovakia,2020-09-05,18.251
Slovakia,2020-09-06,19.314
Slovakia,2020-09-07,19.846
Slovakia,2020-09-08,20.378
Slovakia,2020-09-09,21.441
Slovakia,2020-09-10,22.327
Slovakia,2020-09-11,21.086
Slovakia,2020-09-12,22.15
Slovakia,2020-09-13,23.922
Slovakia,2020-09-14,24.276
Slovakia,2020-09-15,25.693
Slovakia,2020-09-16,27.288
Slovakia,2020-09-17,26.048
Slovakia,2020-09-18,28.706
Slovakia,2020-09-19,29.06
Slovakia,2020-09-20,31.718
Slovakia,2020-09-21,32.781
Slovakia,2020-09-22,36.325
Slovakia,2020-09-23,38.983
Slovakia,2020-09-24,43.059
Slovakia,2020-09-25,45.008
Slovakia,2020-09-26,48.375
Slovakia,2020-09-27,51.033
Slovakia,2020-09-28,54.222
Slovakia,2020-09-29,55.108
Slovakia,2020-09-30,57.589
Slovakia,2020-10-01,59.538
Slovakia,2020-10-02,64.854
Slovakia,2020-10-03,70.524
Slovakia,2020-10-04,73.359
Slovakia,2020-10-05,76.549
Slovakia,2020-10-06,79.738
Slovakia,2020-10-07,83.637
Slovakia,2020-10-08,89.484
Slovakia,2020-10-09,87.712
Slovakia,2020-10-10,93.205
Slovakia,2020-10-11,98.167
Slovakia,2020-10-12,106.849
Slovakia,2020-10-13,110.393
Slovakia,2020-10-14,116.241
Slovakia,2020-10-15,126.873
Slovakia,2020-10-16,132.543
Slovakia,2020-10-17,141.934
Slovakia,2020-10-18,151.503
Slovakia,2020-10-19,164.261
Slovakia,2020-10-20,172.944
Slovakia,2020-10-21,184.107
Slovakia,2020-10-22,191.549
Slovakia,2020-10-23,201.827
Slovakia,2020-10-24,212.104
Slovakia,2020-10-25,232.127
Slovakia,2020-10-26,242.05
Slovakia,2020-10-27,247.898
Slovakia,2020-10-28,256.049
Slovakia,2020-10-29,257.466
Slovakia,2020-10-30,242.228
Slovakia,2020-10-31,248.961
Slovakia,2020-11-01,257.466
Slovakia,2020-11-02,266.326
Slovakia,2020-11-03,254.1
Slovakia,2020-11-04,258.352
Slovakia,2020-11-05,263.668
Slovakia,2020-11-06,267.744
Slovakia,2020-11-07,278.73
Slovakia,2020-11-08,289.539
Slovakia,2020-11-09,282.628
Slovakia,2020-11-10,280.325
Slovakia,2020-11-11,270.225
Slovakia,2020-11-12,268.453
Slovakia,2020-11-13,253.568
Slovakia,2020-11-14,259.061
Slovakia,2020-11-15,262.959
Slovakia,2020-11-16,267.389
Slovakia,2020-11-17,268.807
Slovakia,2020-11-18,265.617
Slovakia,2020-11-19,261.365
Slovakia,2020-11-20,253.922
Slovakia,2020-11-21,256.403
Slovakia,2020-11-22,263.137
Slovakia,2020-11-23,263.314
Slovakia,2020-11-24,264.377
Slovakia,2020-11-25,265.263
Slovakia,2020-11-26,272.174
Slovakia,2020-11-27,268.098
Slovakia,2020-11-28,273.06
Slovakia,2020-11-29,278.553
Slovakia,2020-11-30,279.084
Slovakia,2020-12-01,279.439
Slovakia,2020-12-02,278.021
Slovakia,2020-12-03,284.577
Slovakia,2020-12-04,279.793
Slovakia,2020-12-05,288.121
Slovakia,2020-12-06,297.158
Slovakia,2020-12-07,303.36
Slovakia,2020-12-08,314.524
Slovakia,2020-12-09,314.169
Slovakia,2020-12-10,322.852
Slovakia,2020-12-11,316.118
Slovakia,2020-12-12,327.459
Slovakia,2020-12-13,339.863
Slovakia,2020-12-14,338.8
Slovakia,2020-12-15,338.622
Slovakia,2020-12-16,348.368
Slovakia,2020-12-17,350.495
Slovakia,2020-12-18,349.077
Slovakia,2020-12-19,358.823
Slovakia,2020-12-20,370.518
Slovakia,2020-12-21,371.935
Slovakia,2020-12-22,368.569
Slovakia,2020-12-23,343.584
Slovakia,2020-12-24,345.356
Slovakia,2020-12-25,361.303
Slovakia,2020-12-26,376.188
Slovakia,2020-12-27,396.92
Slovakia,2020-12-28,397.097
Slovakia,2020-12-29,403.476
Slovakia,2020-12-30,398.338
Slovakia,2020-12-31,384.516
Slovakia,2021-01-01,393.908
Slovakia,2021-01-02,413.222
Slovakia,2021-01-03,432.182
Slovakia,2021-01-04,430.942
Slovakia,2021-01-05,427.398
Slovakia,2021-01-06,449.547
Slovakia,2021-01-07,450.079
Slovakia,2021-01-08,456.281
Slovakia,2021-01-09,475.241
Slovakia,2021-01-10,485.518
Slovakia,2021-01-11,486.936
Slovakia,2021-01-12,470.279
Slovakia,2021-01-13,475.95
Slovakia,2021-01-14,470.634
Slovakia,2021-01-15,462.66
Slovakia,2021-01-16,481.443
Slovakia,2021-01-17,503.061
Slovakia,2021-01-18,482.506
Slovakia,2021-01-19,478.253
Slovakia,2021-01-20,471.165
Slovakia,2021-01-21,468.685
Slovakia,2021-01-22,461.419
Slovakia,2021-01-23,480.379
Slovakia,2021-01-24,500.934
Slovakia,2021-01-25,499.871
Slovakia,2021-01-26,501.466
Slovakia,2021-01-27,497.745
Slovakia,2021-01-28,506.073
Slovakia,2021-01-29,498.631
Slovakia,2021-01-30,514.578
Slovakia,2021-01-31,531.589
Slovakia,2021-02-01,533.716
Slovakia,2021-02-02,529.463
Slovakia,2021-02-03,530.526
Slovakia,2021-02-04,532.652
Slovakia,2021-02-05,529.286
Slovakia,2021-02-06,536.374
Slovakia,2021-02-07,556.751
Slovakia,2021-02-08,563.13
Slovakia,2021-02-09,564.193
Slovakia,2021-02-10,568.092
Slovakia,2021-02-11,582.976
Slovakia,2021-02-12,580.141
Slovakia,2021-02-13,607.252
Slovakia,2021-02-14,620.365
Slovakia,2021-02-15,627.098
Slovakia,2021-02-16,637.198
Slovakia,2021-02-17,645.881
Slovakia,2021-02-18,659.879
Slovakia,2021-02-19,631.882
Slovakia,2021-02-20,631.351
Slovakia,2021-02-21,661.829
Slovakia,2021-02-22,668.208
Slovakia,2021-02-23,665.904
Slovakia,2021-02-24,681.143
Slovakia,2021-02-25,684.155
Slovakia,2021-02-26,680.966
Slovakia,2021-02-27,694.078
Slovakia,2021-02-28,701.343
Slovakia,2021-03-01,690.712
Slovakia,2021-03-02,678.662
Slovakia,2021-03-03,668.208
Slovakia,2021-03-04,675.296
Slovakia,2021-03-05,647.653
Slovakia,2021-03-06,660.943
Slovakia,2021-03-07,684.155
Slovakia,2021-03-08,665.904
Slovakia,2021-03-09,652.437
Slovakia,2021-03-10,644.995
Slovakia,2021-03-11,641.628
Slovakia,2021-03-12,618.947
Slovakia,2021-03-13,631.882
Slovakia,2021-03-14,657.753
Slovakia,2021-03-15,639.325
Slovakia,2021-03-16,628.516
Slovakia,2021-03-17,624.972
Slovakia,2021-03-18,615.935
Slovakia,2021-03-19,579.787
Slovakia,2021-03-20,596.62
Slovakia,2021-03-21,613.1
Slovakia,2021-03-22,601.759
Slovakia,2021-03-23,597.861
Slovakia,2021-03-24,591.127
Slovakia,2021-03-25,590.95
Slovakia,2021-03-26,574.471
Slovakia,2021-03-27,580.495
Slovakia,2021-03-28,592.19
Slovakia,2021-03-29,521.666
Slovakia,2021-03-30,510.68
Slovakia,2021-03-31,477.013
Slovakia,2021-04-01,441.751
Slovakia,2021-04-02,452.737
Slovakia,2021-04-03,459.47
Slovakia,2021-04-04,470.279
Slovakia,2021-04-05,482.151
Slovakia,2021-04-06,466.735
Slovakia,2021-04-07,437.675
Slovakia,2021-04-08,419.07
Slovakia,2021-04-09,392.844
Slovakia,2021-04-10,400.287
Slovakia,2021-04-11,407.375
Slovakia,2021-04-12,386.465
Slovakia,2021-04-13,370.695
Slovakia,2021-04-14,349.609
Slovakia,2021-04-15,334.901
Slovakia,2021-04-16,312.397
Slovakia,2021-04-17,318.245
Slovakia,2021-04-18,323.738
Slovakia,2021-04-19,304.246
Slovakia,2021-04-20,285.995
Slovakia,2021-04-21,274.654
Slovakia,2021-04-22,264.731
Slovakia,2021-04-23,253.922
Slovakia,2021-04-24,261.01
Slovakia,2021-04-25,265.617
Slovakia,2021-04-26,248.784
Slovakia,2021-04-27,240.456
Slovakia,2021-04-28,228.761
Slovakia,2021-04-29,223.09
Slovakia,2021-04-30,209.092
Slovakia,2021-05-01,212.459
Slovakia,2021-05-02,217.066
Slovakia,2021-05-03,208.383
Slovakia,2021-05-04,200.232
Slovakia,2021-05-05,189.777
Slovakia,2021-05-06,180.032
Slovakia,2021-05-07,173.652
Slovakia,2021-05-08,177.374
Slovakia,2021-05-09,182.69
Slovakia,2021-05-10,168.159
Slovakia,2021-05-11,157.705
Slovakia,2021-05-12,150.617
Slovakia,2021-05-13,142.643
Slovakia,2021-05-14,133.429
Slovakia,2021-05-15,134.846
Slovakia,2021-05-16,138.036
Slovakia,2021-05-17,131.303
Slovakia,2021-05-18,123.329
Slovakia,2021-05-19,111.811
Slovakia,2021-05-20,107.027
Slovakia,2021-05-21,99.23
Slovakia,2021-05-22,99.053
Slovakia,2021-05-23,99.939
Slovakia,2021-05-24,91.611
Slovakia,2021-05-25,84.523
Slovakia,2021-05-26,79.207
Slovakia,2021-05-27,76.017
Slovakia,2021-05-28,66.803
Slovakia,2021-05-29,68.398
Slovakia,2021-05-30,67.335
Slovakia,2021-05-31,63.082
Slovakia,2021-06-01,60.956
Slovakia,2021-06-02,57.057
Slovakia,2021-06-03,56.348
Slovakia,2021-06-04,50.501
Slovakia,2021-06-05,52.982
Slovakia,2021-06-06,54.399
Slovakia,2021-06-07,51.033
Slovakia,2021-06-08,47.311
Slovakia,2021-06-09,45.008
Slovakia,2021-06-10,42.882
Slovakia,2021-06-11,41.287
Slovakia,2021-06-12,43.059
Slovakia,2021-06-13,45.539
Slovakia,2021-06-14,41.464
Slovakia,2021-06-15,38.097
Slovakia,2021-06-16,36.857
Slovakia,2021-06-17,35.439
Slovakia,2021-06-18,35.085
Slovakia,2021-06-19,36.148
Slovakia,2021-06-20,36.502
Slovakia,2021-06-21,32.781
Slovakia,2021-06-22,32.959
Slovakia,2021-06-23,32.427
Slovakia,2021-06-24,30.478
Slovakia,2021-06-25,28.529
Slovakia,2021-06-26,30.478
Slovakia,2021-06-27,30.655
Slovakia,2021-06-28,28.706
Slovakia,2021-06-29,28.351
Slovakia,2021-06-30,26.048
Slovakia,2021-07-01,24.099
Slovakia,2021-07-02,22.858
Slovakia,2021-07-03,22.327
Slovakia,2021-07-04,22.504
Slovakia,2021-07-05,21.441
Slovakia,2021-07-06,18.96
Slovakia,2021-07-07,18.074
Slovakia,2021-07-08,18.251
Slovakia,2021-07-09,16.479
Slovakia,2021-07-10,17.365
Slovakia,2021-07-11,17.542
Slovakia,2021-07-12,15.77
Slovakia,2021-07-13,15.239
Slovakia,2021-07-14,14.707
Slovakia,2021-07-15,13.821
Slovakia,2021-07-16,13.999
Slovakia,2021-07-17,14.353
Slovakia,2021-07-18,14.53
Slovakia,2021-07-19,14.176
Slovakia,2021-07-20,3.898
Slovakia,2021-07-21,3.898
Slovakia,2021-07-22,13.467
Slovakia,2021-07-23,13.821
Slovakia,2021-07-24,14.353
Slovakia,2021-07-25,14.53
Slovakia,2021-07-26,14.707
Slovakia,2021-07-27,14.53
Slovakia,2021-07-28,14.353
Slovakia,2021-07-29,14.53
Slovakia,2021-07-30,15.593
Slovakia,2021-07-31,15.77
Slovakia,2021-08-01,15.948
Slovakia,2021-08-02,15.416
Slovakia,2021-08-03,15.062
Slovakia,2021-08-04,15.239
Slovakia,2021-08-05,14.353
Slovakia,2021-08-06,15.948
Slovakia,2021-08-07,16.479
Slovakia,2021-08-08,16.834
Slovakia,2021-08-09,15.77
Slovakia,2021-08-10,15.948
Slovakia,2021-08-11,14.884
Slovakia,2021-08-12,15.239
Slovakia,2021-08-13,15.593
Slovakia,2021-08-14,17.188
Slovakia,2021-08-15,18.606
Slovakia,2021-08-16,18.251
Slovakia,2021-08-17,18.783
Slovakia,2021-08-18,15.239
Slovakia,2021-08-19,15.77
Slovakia,2021-08-20,11.695
Slovakia,2021-08-21,12.581
Slovakia,2021-08-22,13.29
Slovakia,2021-08-23,12.404
Slovakia,2021-08-24,12.758
